Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
5759,43.0625,-20.625,-22.5,-1.368652,-0.08544922,-0.1674805,0.105957,0.3359375,-0.1621094
5760,52.625,0.75,-29.8125,-1.634277,-0.06982422,0.08544922,0.1162109,0.3334961,-0.1508789
5761,23.75,53.375,26.625,-1.083984,0.6591797,-0.1010742,0.1162109,0.3334961,-0.1508789
5762,-141.875,145.8125,35.5,-1.126953,1.216797,-0.1635742,0.1162109,0.3334961,-0.1508789
5763,-157.8125,141.875,4.1875,-2.20752,-0.300293,0.07373047,0.1162109,0.3334961,-0.1508789
5764,-132.1875,90.75,5.5625,-2.016113,-0.9125977,-0.03076172,0.1396484,0.3359375,-0.1337891
5765,-149.5625,94.0625,18.6875,-1.64209,-0.8149414,-0.06591797,0.1396484,0.3359375,-0.1337891
5766,-180.5,134,71.6875,0.3974609,-0.5576172,-0.09716797,0.1396484,0.3359375,-0.1337891
5767,-320.3125,197.875,35.125,5.03125,0.1088867,4.469727,0.15625,0.3452148,-0.09912109
5768,-27.6875,400.125,-88.4375,1.84082,-4.23584,7.84375,0.15625,0.3452148,-0.09912109
5769,23.9375,258.1875,-55.75,-4.407227,-2.289551,4.602539,0.15625,0.3452148,-0.09912109
5770,-128.3125,66.5625,39.25,-3.54541,0.3276367,1.676758,0.1748047,0.3510742,-0.08251953
5771,-154.375,-113.0625,32.5,-2.125488,0.9399414,2.023926,0.1748047,0.3510742,-0.08251953
5772,-65.125,-140.9375,20,0.6123047,0.2143555,2.17627,0.1748047,0.3510742,-0.08251953
5773,-16.125,-53.25,9.9375,0.8969727,0.05029297,1.294922,0.1748047,0.3510742,-0.08251953
5774,-13.5625,-5.8125,10.3125,0.9633789,0.4560547,0.6977539,0.1767578,0.3452148,-0.08496094
5775,-33.75,62.75,3.25,0.8969727,0.9868164,-0.5302734,0.1767578,0.3452148,-0.08496094
5776,-30.625,61.625,-4.9375,-0.1479492,-0.3623047,0.2768555,0.1767578,0.3452148,-0.08496094
5777,-28.9375,36.3125,-1.625,-0.1948242,-0.4404297,0.6552734,0.1748047,0.3476563,-0.06835938
5778,-14.1875,32.875,0.6875,-0.02685547,-0.3505859,1.259766,0.1748047,0.3476563,-0.06835938
5779,-11.9375,41,4.8125,-0.237793,-0.07763672,1.575684,0.1748047,0.3476563,-0.06835938
5780,-12.75,32.25,7.875,-0.3662109,0.07373047,1.64209,0.184082,0.3408203,-0.06689453
5781,-10.6875,9.75,3.8125,-0.2338867,0.3198242,1.39209,0.184082,0.3408203,-0.06689453
5782,-16,-1.6875,0.625,-0.159668,0.2026367,1.072266,0.184082,0.3408203,-0.06689453
5783,-17.1875,-7.25,0.25,0.02294922,0.1010742,0.9633789,0.184082,0.3408203,-0.06689453
5784,-13.4375,0.5625,-1.25,0.2573242,-0.04248047,0.8188477,0.184082,0.3408203,-0.06689453
5785,-12.1875,10.125,-0.5,0.2456055,-0.1401367,0.8266602,0.184082,0.3408203,-0.06689453
5786,-6.9375,15.5,0,0.1479492,-0.128418,0.8227539,0.184082,0.3408203,-0.06689453
5787,-4.25,22.6875,-0.3125,0.1831055,-0.03466797,0.8149414,0.1757813,0.3486328,-0.06005859
5788,-4,27.1875,0.3125,0.1049805,-0.01123047,1.001953,0.1757813,0.3486328,-0.06005859
5789,-1.6875,25,0.1875,-0.01513672,0.01123047,1.029297,0.1757813,0.3486328,-0.06005859
5790,1.125,23.375,-1.625,0.05029297,0.04638672,0.9399414,0.1816406,0.3500977,-0.06005859
5791,-0.8125,25.5,-1.5625,0.03466797,-0.003417969,1.013672,0.1816406,0.3500977,-0.06005859
5792,-0.1875,23.1875,-1.25,-0.03466797,-0.007324219,0.9985352,0.1816406,0.3500977,-0.06005859
5793,3,24.4375,-2.25,0.04638672,-0.007324219,0.9165039,0.184082,0.3500977,-0.06298828
5794,3.5,27.625,-0.875,-0.01513672,-0.05810547,1.009766,0.184082,0.3500977,-0.06298828
5795,3,24.75,-0.9375,-0.09326172,-0.01513672,0.9946289,0.184082,0.3500977,-0.06298828
5796,6.0625,24.1875,-0.5625,-0.112793,-0.06201172,1.009766,0.184082,0.3500977,-0.06298828
5797,4.3125,17.0625,-0.0625,-0.1713867,0.003417969,1.107422,0.1748047,0.3452148,-0.06005859
5798,2.875,13.5,0.5,-0.07763672,0.003417969,1.041016,0.1748047,0.3452148,-0.06005859
5799,2.5,15.125,0.25,-0.07373047,-0.02685547,0.9711914,0.1748047,0.3452148,-0.06005859
5800,4.1875,13.125,1.625,-0.112793,0.03466797,1.037109,0.1767578,0.3466797,-0.04882813
5801,1.875,11.375,1.25,-0.09716797,0.01513672,1.033203,0.1767578,0.3466797,-0.04882813
5802,2.3125,10.5,1.875,-0.05810547,0.01123047,0.9594727,0.1767578,0.3466797,-0.04882813
5803,1.5625,9.5625,1.75,-0.05810547,0.007324219,1.072266,0.1806641,0.3417969,-0.05566406
5804,3.5625,7.625,1.9375,-0.112793,-0.02294922,1.107422,0.1806641,0.3417969,-0.05566406
5805,-0.125,4.8125,3.0625,-0.05810547,0.01513672,0.9477539,0.1806641,0.3417969,-0.05566406
5806,0.375,6.625,3.0625,-0.02294922,0.01513672,0.9282227,0.1806641,0.3417969,-0.05566406
5807,2.1875,5.75,2.3125,-0.07763672,-0.01513672,1.037109,0.1826172,0.3476563,-0.05322266
5808,-1.5625,2.0625,3.8125,-0.07373047,0.01123047,1.048828,0.1826172,0.3476563,-0.05322266
5809,-0.75,3.125,3.5,-0.007324219,0,0.8540039,0.1826172,0.3476563,-0.05322266
5810,0.9375,5.5625,3,-0.02685547,0.01123047,0.9321289,0.1884766,0.3374023,-0.05322266
5811,0,2.125,3.25,-0.07763672,0.03076172,1.044922,0.1884766,0.3374023,-0.05322266
5812,-0.8125,1.125,3.75,-0.01123047,0.03466797,0.9672852,0.1884766,0.3374023,-0.05322266
5813,0.4375,4.5625,2.5625,0.04248047,-0.01904297,0.8422852,0.1757813,0.3393555,-0.04736328
5814,3.3125,4.0625,2.75,-0.04248047,-0.01513672,1.076172,0.1757813,0.3393555,-0.04736328
5815,1.625,3.9375,3.25,-0.02294922,-0.01904297,1.080078,0.1757813,0.3393555,-0.04736328
5816,3.6875,6.0625,2.4375,-0.003417969,0.04248047,0.8891602,0.1757813,0.3393555,-0.04736328
5817,5.4375,6.125,1.375,-0.05029297,-0.003417969,1.005859,0.1767578,0.3359375,-0.04052734
5818,5.375,4.1875,1.6875,-0.07373047,-0.003417969,1.060547,0.1767578,0.3359375,-0.04052734
5819,3.8125,2.8125,1.75,-0.06201172,0.04248047,0.9672852,0.1767578,0.3359375,-0.04052734
5820,4,3.5625,1.4375,-0.01513672,-0.003417969,0.9477539,0.1806641,0.3359375,-0.04345703
5821,3.9375,0.5625,1.75,-0.03466797,0.02685547,0.9711914,0.1806641,0.3359375,-0.04345703
5822,1.375,-0.5,2.4375,0.06591797,0.08544922,0.9282227,0.1806641,0.3359375,-0.04345703
5823,1.875,3.25,1.1875,0.05029297,0.04248047,0.8422852,0.1767578,0.3442383,-0.04492188
5824,4.75,2.625,0.75,-0.01904297,0.01513672,0.9047852,0.1767578,0.3442383,-0.04492188
5825,2.1875,-0.5,1,-0.06591797,0.03857422,1.068359,0.1767578,0.3442383,-0.04492188
5826,2.5,2.25,0.4375,-0.06982422,0.01513672,0.9243164,0.1767578,0.3442383,-0.04492188
5827,3.6875,2.5625,0.4375,-0.1323242,0.003417969,0.9399414,0.1767578,0.3442383,-0.04492188
5828,1.1875,1.0625,0.8125,-0.09716797,-0.04638672,1.021484,0.1767578,0.3442383,-0.04492188
5829,2.3125,2.1875,1.3125,-0.05810547,0.01904297,0.9516602,0.1767578,0.3442383,-0.04492188
5830,3.3125,3.4375,1.3125,-0.08935547,-0.02685547,0.9985352,0.1806641,0.3349609,-0.03759766
5831,1.9375,1.5625,1.375,-0.05419922,0.01513672,1.044922,0.1806641,0.3349609,-0.03759766
5832,2.1875,1.75,1.0625,-0.02685547,0.06201172,0.9243164,0.1806641,0.3349609,-0.03759766
5833,2.0625,2.625,0.75,0.04638672,0.01513672,0.9594727,0.184082,0.3408203,-0.04052734
5834,0.75,1.25,0.8125,0.03857422,0.04248047,1.013672,0.184082,0.3408203,-0.04052734
5835,2,2.9375,0.125,0.08154297,0.06201172,0.9047852,0.184082,0.3408203,-0.04052734
5836,1.1875,2.25,0.125,0.02294922,0.05419922,0.9829102,0.184082,0.3408203,-0.04052734
5837,1.1875,-0.5,-0.9375,0.01513672,0.05810547,1.083984,0.184082,0.3408203,-0.04052734
5838,0.4375,2.75,-0.9375,0.03076172,0.04248047,0.9360352,0.184082,0.3408203,-0.04052734
5839,2.4375,3.3125,-2.125,-0.04638672,0.03466797,0.8930664,0.184082,0.3408203,-0.04052734
5840,1,1.5,-1.625,-0.112793,0.01904297,1.025391,0.1850586,0.3393555,-0.04052734
5841,2,1.3125,-1.5625,-0.1166992,0.01513672,1.029297,0.1850586,0.3393555,-0.04052734
5842,0.5625,2.3125,-1.25,-0.1049805,0.03466797,0.9907227,0.1850586,0.3393555,-0.04052734
5843,1.75,2.3125,-1.5625,-0.1362305,0.007324219,0.9438477,0.1816406,0.3334961,-0.03613281
5844,1.5,0.0625,-1,-0.1245117,0.01904297,1.025391,0.1816406,0.3334961,-0.03613281
5845,-1.0625,-0.125,-0.375,-0.04638672,0.01513672,0.9907227,0.1816406,0.3334961,-0.03613281
5846,1.125,2.4375,-0.5,-0.06591797,-0.007324219,0.9438477,0.1816406,0.3383789,-0.03759766
5847,0.125,-1.625,-0.3125,-0.06201172,0.03466797,1.111328,0.1816406,0.3383789,-0.03759766
5848,0,-0.25,-0.5,0.04638672,0.03857422,0.9946289,0.1816406,0.3383789,-0.03759766
5849,0.5625,1.6875,-0.8125,-0.03076172,0.02294922,0.9008789,0.1816406,0.3383789,-0.03759766
5850,-0.25,-2.1875,-0.8125,-0.01513672,0.03466797,1.091797,0.1850586,0.3334961,-0.05029297
5851,0.5625,-0.625,-1.1875,0.03076172,0.003417969,1.044922,0.1850586,0.3334961,-0.05029297
5852,0.1875,0.625,-0.625,-0.02685547,0.02294922,0.9360352,0.1850586,0.3334961,-0.05029297
5853,0,-1.375,-0.875,-0.04638672,0.007324219,0.9711914,0.184082,0.3383789,-0.04199219
5854,0.0625,-1.5625,-1.1875,-0.05419922,0,0.9868164,0.184082,0.3383789,-0.04199219
5855,-0.25,-1.3125,-0.75,-0.05029297,-0.007324219,0.9790039,0.184082,0.3383789,-0.04199219
5856,-0.5,-0.25,-0.75,-0.04638672,-0.003417969,0.9438477,0.1806641,0.3374023,-0.03515625
5857,0.0625,-1.5625,-1.125,-0.08154297,0.007324219,0.9516602,0.1806641,0.3374023,-0.03515625
5858,-0.75,-2.8125,0.0625,-0.06982422,0.007324219,1.064453,0.1806641,0.3374023,-0.03515625
5859,-0.75,-1.8125,0.25,-0.007324219,-0.01123047,0.9282227,0.1806641,0.3374023,-0.03515625
5860,-0.1875,-0.1875,0,-0.04248047,0.01123047,0.9243164,0.1850586,0.3349609,-0.04052734
5861,1,-3.8125,0,-0.08154297,0.01513672,1.044922,0.1850586,0.3349609,-0.04052734
5862,-1.875,-2.5,0.5,-0.05810547,0.01513672,1.013672,0.1850586,0.3349609,-0.04052734
5863,0.8125,-1.25,0.25,-0.03076172,-0.003417969,0.9008789,0.1865234,0.3349609,-0.04199219
5864,-1.5625,-2.6875,0.625,-0.05810547,0.01123047,1.001953,0.1865234,0.3349609,-0.04199219
5865,0.875,-2.5,0.5625,-0.03466797,0.007324219,1.021484,0.1865234,0.3349609,-0.04199219
5866,-0.6875,-1.5625,-0.1875,-0.03466797,0,0.9477539,0.1875,0.3300781,-0.04492188
5867,0.625,-1.9375,0,-0.04638672,0.02685547,0.9946289,0.1875,0.3300781,-0.04492188
5868,0.8125,-2,-0.0625,-0.03857422,0.007324219,1.013672,0.1875,0.3300781,-0.04492188
5869,0.125,-1.3125,-0.0625,-0.007324219,0.01513672,0.9165039,0.1875,0.3300781,-0.04492188
5870,1.6875,-2.125,-0.4375,-0.04248047,0.02294922,0.9829102,0.1875,0.3300781,-0.04492188
5871,-0.25,-2.5625,-0.4375,-0.007324219,0.01513672,0.9829102,0.1875,0.3300781,-0.04492188
5872,1.1875,-1.375,-0.5625,-0.01513672,0.003417969,0.9516602,0.1875,0.3300781,-0.04492188
5873,1.625,-1.875,-0.9375,-0.03466797,0.02294922,0.9750977,0.1899414,0.3393555,-0.05029297
5874,1.4375,-2.1875,-1.3125,-0.003417969,-0.003417969,1.013672,0.1899414,0.3393555,-0.05029297
5875,1.25,-1.5,-1.3125,-0.01513672,0.02685547,0.9868164,0.1899414,0.3393555,-0.05029297
5876,1.875,-2.1875,-1.625,-0.02294922,0.03857422,0.9204102,0.1791992,0.3325195,-0.04736328
5877,0.875,-1.0625,-1.1875,-0.01123047,0.02685547,0.9165039,0.1791992,0.3325195,-0.04736328
5878,1.5,-1.5,-1.6875,-0.07373047,-0.01513672,0.9750977,0.1791992,0.3325195,-0.04736328
5879,0.25,-1.3125,-0.6875,-0.05419922,0.003417969,0.9907227,0.1791992,0.3325195,-0.04736328
5880,1.9375,-0.875,-0.9375,-0.03466797,0,0.9711914,0.1791992,0.3325195,-0.04736328
5881,-0.125,-1.6875,-0.4375,-0.06982422,0.007324219,0.9672852,0.1791992,0.3325195,-0.04736328
5882,1.4375,-2.6875,-0.4375,-0.09716797,0.03857422,0.9907227,0.1791992,0.3325195,-0.04736328
5883,0,-1.125,-0.75,-0.06591797,0.01123047,0.9711914,0.1865234,0.3417969,-0.03759766
5884,0.25,-3.0625,-0.875,-0.05419922,0.02685547,0.9125977,0.1865234,0.3417969,-0.03759766
5885,-0.125,-3.1875,-1.125,-0.07373047,0.01513672,1.017578,0.1865234,0.3417969,-0.03759766
5886,1.25,-4.0625,-0.9375,-0.05810547,0.007324219,1.001953,0.1850586,0.3359375,-0.04736328
5887,0.125,-2.5625,-1.125,-0.03466797,0.02294922,1.013672,0.1850586,0.3359375,-0.04736328
5888,0.1875,-3.6875,-0.75,-0.01513672,0.01513672,0.9360352,0.1850586,0.3359375,-0.04736328
5889,-0.0625,-4,-1.3125,-0.003417969,0.03857422,0.9399414,0.1767578,0.3383789,-0.04052734
5890,0.125,-4.0625,-1.5,-0.01123047,0.03466797,0.9633789,0.1767578,0.3383789,-0.04052734
5891,0,-3.5625,-1.75,-0.003417969,0,0.9672852,0.1767578,0.3383789,-0.04052734
5892,0.1875,-4.125,-2,-0.03466797,0.01513672,0.9399414,0.1767578,0.3383789,-0.04052734
5893,0.625,-4.4375,-1.875,-0.003417969,-0.01123047,0.9750977,0.1826172,0.3427734,-0.04345703
5894,-1.125,-3.25,-1.625,-0.03076172,-0.003417969,0.9282227,0.1826172,0.3427734,-0.04345703
5895,0.625,-2.1875,-1.6875,-0.03466797,0.007324219,0.9165039,0.1826172,0.3427734,-0.04345703
5896,-1,-2,-1.1875,-0.08544922,-0.003417969,0.9946289,0.1806641,0.3383789,-0.05175781
5897,0.4375,-2.125,-1.125,-0.05029297,0.01123047,0.9321289,0.1806641,0.3383789,-0.05175781
5898,-0.875,-0.625,-0.875,-0.003417969,0.007324219,0.9321289,0.1806641,0.3383789,-0.05175781
5899,0.3125,0.4375,-0.75,0.01513672,0.05029297,0.9086914,0.1757813,0.3408203,-0.0390625
5900,1.375,1.5625,-1.125,0.02685547,0.05029297,0.8618164,0.1757813,0.3408203,-0.0390625
5901,1.1875,3.375,-1.125,0.03857422,0.01123047,0.8696289,0.1757813,0.3408203,-0.0390625
5902,2.125,3.25,-1.6875,0.02294922,0.01513672,0.9711914,0.1757813,0.3408203,-0.0390625
5903,3.4375,4.0625,-2.125,0.01513672,0.01513672,1.017578,0.1816406,0.3408203,-0.04882813
5904,3.25,4.375,-2.125,0.003417969,0.007324219,0.9985352,0.1816406,0.3408203,-0.04882813
5905,4.5625,5.75,-2.3125,0.01513672,0.03466797,0.9086914,0.1816406,0.3408203,-0.04882813
5906,5.375,6.5,-2.6875,0.02685547,0.03466797,0.8930664,0.1875,0.3334961,-0.04199219
5907,5.75,7.5,-2.5,0.01904297,0.02685547,0.9008789,0.1875,0.3334961,-0.04199219
5908,7.6875,7.8125,-3.125,-0.02685547,0,0.8618164,0.1875,0.3334961,-0.04199219
5909,6.375,9.125,-3.4375,0.007324219,0.01513672,0.9399414,0.1865234,0.3408203,-0.04589844
5910,7.3125,7.5625,-3.6875,-0.06982422,0.003417969,0.9750977,0.1865234,0.3408203,-0.04589844
5911,6.5,6.75,-3.3125,-0.03857422,0.01123047,1.009766,0.1865234,0.3408203,-0.04589844
5912,7.1875,8.125,-3.6875,-0.05810547,-0.01123047,1.017578,0.1865234,0.3408203,-0.04589844
5913,7.375,8.0625,-2.625,-0.04248047,0,0.9985352,0.1865234,0.3408203,-0.04052734
5914,5.75,8.5625,-2.5,-0.05419922,-0.007324219,0.9555664,0.1865234,0.3408203,-0.04052734
5915,7.0625,7.5625,-2.75,-0.05029297,0.01513672,0.9907227,0.1865234,0.3408203,-0.04052734
5916,5.625,7.25,-2.6875,-0.02685547,0.01513672,0.9868164,0.1884766,0.3408203,-0.03759766
5917,6.625,6.5625,-2.3125,-0.01123047,0.03857422,0.9438477,0.1884766,0.3408203,-0.03759766
5918,5.4375,6.5625,-2.375,-0.03076172,0.02685547,0.9946289,0.1884766,0.3408203,-0.03759766
5919,5.9375,5.125,-2.3125,0.003417969,0.03076172,1.033203,0.1875,0.3359375,-0.03613281
5920,4.6875,7.1875,-2.375,0.02294922,0.05810547,0.8618164,0.1875,0.3359375,-0.03613281
5921,7.375,7.5,-2.5625,-0.003417969,0,0.8813477,0.1875,0.3359375,-0.03613281
5922,1.875,6.3125,-2.125,-0.05419922,0.01123047,1.048828,0.1875,0.3359375,-0.03613281
5923,6.6875,3.375,-2.75,-0.03857422,0.05810547,1.013672,0.1875,0.3359375,-0.03613281
5924,3.25,6.9375,-1.9375,0.003417969,-0.01123047,1.005859,0.1875,0.3359375,-0.03613281
5925,5.125,5.0625,-2.5,-0.06982422,0.03857422,0.9360352,0.1875,0.3359375,-0.03613281
5926,4.5625,3.5,-2,-0.1088867,0.01123047,1.025391,0.1816406,0.3374023,-0.03076172
5927,4.375,3.0625,-2.3125,-0.1206055,0.003417969,1.072266,0.1816406,0.3374023,-0.03076172
5928,3.875,4.125,-1.375,-0.06591797,-0.01513672,0.9829102,0.1816406,0.3374023,-0.03076172
5929,4.6875,2.375,-0.625,-0.1362305,0.003417969,1.044922,0.1875,0.3334961,-0.01708984
5930,2.875,1.0625,0,-0.1245117,0.03076172,1.037109,0.1875,0.3334961,-0.01708984
5931,4.4375,2,0.5625,-0.04248047,-0.01123047,0.9204102,0.1875,0.3334961,-0.01708984
5932,5.25,0.625,0.875,-0.05419922,-0.01123047,0.9633789,0.1875,0.3334961,-0.01708984
5933,3.1875,-0.9375,1.1875,-0.06201172,0.05029297,0.9907227,0.1875,0.3334961,-0.01708984
5934,4.875,0.4375,0.75,0.01904297,0.03076172,0.9633789,0.1875,0.3334961,-0.01708984
5935,3.9375,-0.9375,0.6875,-0.003417969,0.06201172,0.9711914,0.1875,0.3334961,-0.01708984
5936,4.5,-5.25,0.9375,0,0.06201172,0.9829102,0.1806641,0.3291016,-0.02392578
5937,3.6875,-6,0.25,0.03076172,0.02685547,0.9829102,0.1806641,0.3291016,-0.02392578
5938,6.1875,-8.875,-0.25,0.02685547,0.05029297,1.009766,0.1806641,0.3291016,-0.02392578
5939,3.625,-10.875,-1.5625,0.01513672,0.06201172,1.017578,0.1850586,0.3325195,-0.02246094
5940,6.4375,-12.5625,-2.625,0.05029297,0.05029297,0.9711914,0.1850586,0.3325195,-0.02246094
5941,5.875,-14.25,-3.375,0.03857422,0.003417969,1.025391,0.1850586,0.3325195,-0.02246094
5942,6.6875,-16.5625,-3.5,-0.03076172,0.05029297,1.052734,0.1884766,0.3359375,-0.015625
5943,8.625,-18.25,-4.875,-0.01123047,0.06982422,0.9868164,0.1884766,0.3359375,-0.015625
5944,7.5,-20.1875,-5.4375,-0.01513672,0.02294922,1.005859,0.1884766,0.3359375,-0.015625
5945,10.875,-20.8125,-6.125,-0.06201172,0.01123047,1.001953,0.1884766,0.3359375,-0.015625
5946,11.4375,-21.8125,-9,-0.08935547,0.05419922,0.9282227,0.190918,0.3359375,-0.02539063
5947,13.6875,-27.1875,-10.375,-0.08544922,0.05419922,0.9047852,0.190918,0.3359375,-0.02539063
5948,12,-29.3125,-10.375,-0.06201172,0.01904297,0.9946289,0.190918,0.3359375,-0.02539063
5949,13.625,-29.5,-10.4375,-0.1362305,0.003417969,1.056641,0.184082,0.331543,-0.03222656
5950,13.375,-36.8125,-11.75,-0.1010742,0.05810547,1.013672,0.184082,0.331543,-0.03222656
5951,16,-40.1875,-14.375,-0.003417969,0.07373047,0.9165039,0.184082,0.331543,-0.03222656
5952,15.4375,-42.375,-15.375,-0.01513672,-0.003417969,0.9868164,0.1875,0.3300781,-0.02929688
5953,14.875,-40.5,-12.875,0,-0.01123047,1.021484,0.1875,0.3300781,-0.02929688
5954,10.4375,-37,-11.625,0.1010742,-0.02294922,1.048828,0.1875,0.3300781,-0.02929688
5955,11.3125,-31.25,-12.125,0.2573242,-0.01123047,1.029297,0.1875,0.3300781,-0.02929688
5956,11.875,-21.125,-13.8125,0.2729492,-0.04248047,1.021484,0.190918,0.3325195,-0.04052734
5957,10.125,-8.625,-14,0.2729492,-0.1049805,1.037109,0.190918,0.3325195,-0.04052734
5958,13.625,4.5,-14.4375,0.3935547,-0.08935547,0.9985352,0.190918,0.3325195,-0.04052734
5959,15.625,33.0625,-21.25,0.4990234,-0.112793,1.189453,0.1826172,0.3427734,-0.03222656
5960,27.3125,72.375,-32.6875,0.5107422,-0.128418,1.376465,0.1826172,0.3427734,-0.03222656
5961,31,122.375,-48.4375,0.2026367,-0.07373047,1.395996,0.1826172,0.3427734,-0.03222656
5962,27.5,163.625,-59.625,-0.01513672,0.01513672,1.505371,0.1967773,0.3349609,-0.04345703
5963,29.3125,212.125,-62.9375,0.4208984,-0.06201172,1.80957,0.1967773,0.3349609,-0.04345703
5964,39.5,302.4375,-65.375,0.7524414,-0.206543,1.68457,0.1967773,0.3349609,-0.04345703
5965,34.5,407.1875,-64.9375,0.9907227,-0.4365234,1.891602,0.1967773,0.3349609,-0.04345703
5966,44.25,522.25,-52.625,0.3701172,-0.9086914,2.117676,0.1967773,0.3349609,-0.04345703
5967,58.8125,620.5625,-42.25,-0.05419922,-1.080078,2.090332,0.1967773,0.3349609,-0.04345703
5968,62.3125,689.6875,-45.4375,-0.7915039,-1.356934,2.737793,0.1967773,0.3349609,-0.04345703
5969,106.125,690.375,-52.6875,-0.9008789,-1.232422,3.104492,0.2016602,0.3408203,-0.03759766
5970,119.1875,705.4375,-58.3125,-0.5146484,-0.1635742,2.827637,0.2016602,0.3408203,-0.03759766
5971,71.4375,718.0625,-70.875,-0.9633789,0.1831055,2.230957,0.2016602,0.3408203,-0.03759766
5972,-7.6875,544.75,-78.6875,-4.387695,-0.1010742,2.5625,0.2167969,0.3359375,-0.04589844
5973,15,311.5625,-106,-4.063965,0.3198242,2.262207,0.2167969,0.3359375,-0.04589844
5974,-36.9375,109.125,-131.4375,-3.479004,0.4990234,2.187988,0.2167969,0.3359375,-0.04589844
5975,-75.8125,-26.4375,-137,-2.203613,0.1870117,2.589844,0.2167969,0.3359375,-0.04589844
5976,-64.5,-83.75,-138.3125,-1.649902,0.1479492,2.558594,0.2167969,0.3359375,-0.04589844
5977,-47.9375,-109,-142.875,-1.052734,0.1518555,2.546875,0.2167969,0.3359375,-0.04589844
5978,-38.6875,-118.0625,-142,-0.9243164,0.2260742,2.074707,0.2167969,0.3359375,-0.04589844
5979,-45.75,-115.125,-136.25,-0.7290039,0.3623047,1.478027,0.1943359,0.3710938,-0.1328125
5980,-57.6875,-97.875,-130.3125,-0.6665039,0.3935547,1.279297,0.1943359,0.3710938,-0.1328125
5981,-67.8125,-71.25,-123.9375,-0.5771484,0.3857422,0.9282227,0.1943359,0.3710938,-0.1328125
5982,-78.375,-44.6875,-118.75,-0.5146484,0.2456055,0.7524414,0.1791992,0.387207,-0.1704102
5983,-80.3125,-13.5,-115.5625,-0.3740234,0.2456055,0.6743164,0.1791992,0.387207,-0.1704102
5984,-77.0625,15.6875,-114.5,-0.269043,0.1245117,0.6123047,0.1791992,0.387207,-0.1704102
5985,-70,42.125,-113.375,-0.2456055,0.08154297,0.5849609,0.1655273,0.4033203,-0.2050781
5986,-64.625,61.3125,-112.9375,-0.2612305,0.09716797,0.6396484,0.1655273,0.4033203,-0.2050781
5987,-58.6875,75.25,-113.5,-0.2885742,0.07763672,0.7368164,0.1655273,0.4033203,-0.2050781
5988,-51.1875,84.5,-115,-0.2573242,0.04638672,0.9008789,0.1655273,0.4033203,-0.2050781
5989,-41.8125,92.375,-116.25,-0.2299805,0.01513672,0.9985352,0.1674805,0.4116211,-0.2231445
5990,-32.5625,96.9375,-119.4375,-0.1635742,0.03076172,1.087891,0.1674805,0.4116211,-0.2231445
5991,-25.25,97.6875,-121.6875,-0.1206055,0.05810547,1.208984,0.1674805,0.4116211,-0.2231445
5992,-16.75,95,-122.875,-0.04248047,0.08544922,1.248047,0.1547852,0.421875,-0.2387695
5993,-10.125,89,-124.6875,0.03466797,0.1088867,1.364746,0.1547852,0.421875,-0.2387695
5994,-5.5,82.75,-126,0.05029297,0.1791992,1.435059,0.1547852,0.421875,-0.2387695
5995,-1.875,72.8125,-126.125,0.112793,0.2026367,1.462402,0.1455078,0.4287109,-0.2680664
5996,0.4375,59.875,-125.625,0.1518555,0.2651367,1.435059,0.1455078,0.4287109,-0.2680664
5997,2.3125,43.0625,-124.8125,0.1635742,0.3237305,1.36084,0.1455078,0.4287109,-0.2680664
5998,0.1875,24.375,-123.5,0.222168,0.3779297,1.333496,0.1455078,0.4287109,-0.2680664
5999,-3.5625,4.3125,-120.375,0.2768555,0.4169922,1.181641,0.1337891,0.4345703,-0.2900391
6000,-6.375,-11.9375,-118.5625,0.2885742,0.4443359,1.052734,0.1337891,0.4345703,-0.2900391
6001,-10.1875,-24.375,-115,0.3896484,0.4560547,0.9829102,0.1337891,0.4345703,-0.2900391
6002,-12.25,-33.125,-111.3125,0.4404297,0.4755859,0.8305664,0.1269531,0.4345703,-0.3178711
6003,-16.4375,-37.5625,-107.4375,0.4873047,0.4599609,0.7016602,0.1269531,0.4345703,-0.3178711
6004,-18.25,-39.3125,-104.625,0.5302734,0.4443359,0.6396484,0.1269531,0.4345703,-0.3178711
6005,-17.8125,-38.25,-99.5625,0.5693359,0.4326172,0.5810547,0.109375,0.4428711,-0.3364258
6006,-14.5,-37.125,-97.25,0.5927734,0.4130859,0.5537109,0.109375,0.4428711,-0.3364258
6007,-9.875,-34.5625,-97.5625,0.6240234,0.3974609,0.5146484,0.109375,0.4428711,-0.3364258
6008,-4.5625,-33.25,-96.25,0.6005859,0.4130859,0.5146484,0.109375,0.4428711,-0.3364258
6009,0.4375,-34.125,-92.6875,0.5927734,0.4130859,0.5068359,0.09912109,0.4462891,-0.3530273
6010,6.5,-38.5625,-89.875,0.5927734,0.4404297,0.5068359,0.09912109,0.4462891,-0.3530273
6011,11.25,-43,-87.1875,0.5732422,0.4638672,0.5224609,0.09912109,0.4462891,-0.3530273
6012,16.0625,-49.75,-85.375,0.6005859,0.4638672,0.4482422,0.09082031,0.4545898,-0.3666992
6013,18.375,-56.9375,-82.1875,0.6083984,0.5498047,0.3974609,0.09082031,0.4545898,-0.3666992
