Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (G),Accelerometer Y (G),Accelerometer Z (G),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3169,-1.41,-3.62,-12.61,0.05,0.05,1.09,,,
3171,1.77,-6.77,-7.62,0.04,0.02,1.1,,,
3172,10.21,-8.58,-4.71,0.01,0.06,1.18,,,
3174,18.01,-11.75,-3.34,-0.03,0.13,1.19,,,
3175,19.13,-12.21,-5.19,-0.05,0.19,1.18,,,
3177,12.88,-7.87,-8.09,-0.05,0.17,1.1,,,
3178,5.71,-3.78,-10.92,-0.06,0.11,1.04,,,
3180,4.19,1.61,-11.27,-0.08,0.04,1.02,,,
3181,8.31,6.89,-10.91,-0.11,0.01,1.05,,,
3183,16.09,9.42,-8.87,-0.13,0.03,1.04,,,
3184,18.91,10.51,-7.87,-0.15,0.07,0.97,,,
3186,16.02,15.33,-7.03,-0.17,0.07,0.94,,,
3187,9.98,18.37,-6.54,-0.2,0.09,0.94,,,
3189,6.16,17.14,-6.62,-0.2,0.09,0.93,,,
3190,5.14,17.37,-8.04,-0.21,0.11,0.95,,,
3192,5.43,17.45,-10.23,-0.19,0.1,0.91,,,
3193,5.31,17.48,-12.33,-0.19,0.07,0.91,,,
3195,4.46,18.17,-13.91,-0.17,0.05,0.89,,,
3196,1.4,19.81,-14.43,-0.18,0.03,0.9,,,
3198,-2.18,20.54,-15.72,-0.19,0.04,0.96,,,
3199,-5.76,21.25,-17.89,-0.21,0.04,0.96,,,
3201,-9.02,21.88,-20.19,-0.21,0.02,0.94,,,
3202,-11.6,22.12,-23.26,-0.23,0.01,0.96,,,
3204,-12.53,21.34,-26.44,-0.24,-0.02,0.97,,,
3205,-11.35,20.33,-28.83,-0.25,-0.04,1,,,
3207,-6.81,20,-31.12,-0.26,-0.03,1.02,,,
3208,-3.25,19.22,-34.19,-0.27,-0.01,1.09,,,
3210,1.32,19.13,-37.9,-0.29,0.03,1.16,,,
3212,3.54,18.02,-42.3,-0.32,0.09,1.21,,,
3214,3.12,15.72,-46.96,-0.33,0.13,1.2,,,
3215,0.84,13.9,-52.34,-0.32,0.14,1.18,,,
3217,-2.17,12.32,-57.66,-0.32,0.09,1.15,,,
3218,-4.39,10.74,-60.5,-0.3,0.02,1.12,,,
3220,-0.83,10.02,-62.99,-0.29,-0.02,1.12,,,
3221,12.5,8.7,-64.6,-0.31,0.04,1.14,,,
3223,19.23,4.46,-68.47,-0.34,0.18,1.16,,,
3224,14.76,1.51,-74.28,-0.32,0.28,1.07,,,
3226,0.97,-1.08,-80.3,-0.25,0.24,0.92,,,
3227,-9.96,-3.12,-83.83,-0.2,0.14,0.85,,,
3229,-6.82,-4.77,-83.48,-0.17,0.06,0.83,,,
3230,9.29,-9.79,-79.88,-0.17,0.01,0.82,,,
3232,28.62,-16.54,-74.73,-0.19,0.04,0.89,,,
3233,41.31,-22.72,-69.87,-0.2,0.09,0.86,,,
3235,39.13,-23.04,-66.93,-0.2,0.1,0.91,,,
3236,27.95,-19.66,-64.21,-0.19,0.06,0.89,,,
3238,17.37,-16.37,-60.44,-0.17,0,0.91,,,
3239,14.93,-14.27,-56.21,-0.16,-0.08,0.93,,,
3241,17.49,-13.87,-50.97,-0.14,-0.11,0.92,,,
3242,20.78,-13.51,-46.11,-0.13,-0.12,0.88,,,
3244,18,-12.38,-42.48,-0.09,-0.09,0.84,,,
3245,7.62,-9.62,-39.97,-0.1,-0.08,0.92,,,
3247,-2.81,-7.75,-37.5,-0.12,-0.09,1,,,
3248,-9.3,-7.52,-34.4,-0.12,-0.05,1.02,,,
3250,-12.22,-5.3,-30.76,-0.1,-0.05,1.09,,,
3251,-11.78,-4.96,-26.39,-0.11,-0.01,1.11,,,
3253,-10.28,-5.68,-22.05,-0.11,0.02,1.14,,,
3254,-9.83,-4.29,-17.21,-0.12,0.02,1.11,,,
3256,-9.58,-1.96,-12.57,-0.13,0.03,1.14,,,
3257,-7.67,0.38,-9.05,-0.12,0.05,1.15,,,
3259,-6.52,4.22,-5.24,-0.12,0.04,1.13,,,
3260,-5.57,6.87,-1.79,-0.12,0.02,1.09,,,
3262,-3.29,7.61,1.51,-0.11,0.02,1.08,,,
3263,0.75,7.47,5.99,-0.11,0.01,1.11,,,
3265,6.76,5.49,10.23,-0.11,0.05,1.09,,,
3266,14.07,3.53,13.33,-0.13,0.1,1.1,,,
3268,19.62,0.9,13.93,-0.14,0.15,1.09,,,
3269,21.27,-2.43,12.09,-0.12,0.15,0.99,,,
3271,16.59,-3.02,9.27,-0.1,0.11,0.99,,,
3272,11.49,0.28,7.01,-0.09,0.07,0.94,,,
3274,8.94,5.39,5.88,-0.11,0.05,0.97,,,
3275,8.82,5.73,6.48,-0.13,0.03,0.95,,,
3277,7.36,4.16,8.28,-0.17,0.01,0.98,,,
3278,5.4,5.22,11.12,-0.18,0,0.95,,,
3280,2.2,5.98,14.75,-0.19,0,0.98,,,
3281,-1.12,5.87,18.1,-0.18,0.01,0.97,,,
3283,-2.86,6.82,19.46,-0.19,0.02,0.98,,,
3284,-4.44,7.93,19.84,-0.18,0.02,0.99,,,
3286,-5.3,9.34,19.36,-0.17,0.02,0.95,,,
3287,-5.54,12.24,18.04,-0.18,0,0.95,,,
3289,-3.8,13.6,16.97,-0.19,0,0.95,,,
3290,-1.67,13.59,16.55,-0.19,-0.01,0.96,,,
3292,-0.05,13.87,15.54,-0.2,-0.02,0.95,,,
3293,0.4,14.32,14.55,-0.21,-0.03,0.96,,,
3295,0.62,14.9,12.84,-0.23,-0.03,1.01,,,
3296,1.53,13.65,11.28,-0.22,-0.02,1.04,,,
3298,0.85,12.47,8.74,-0.22,-0.01,1.05,,,
3299,-0.06,12.45,5.42,-0.24,0.01,1.07,,,
3301,-0.41,13.51,1.61,-0.25,0.02,1.09,,,
3302,1.72,13.33,-1.57,-0.28,0.06,1.11,,,
3304,4.96,12.09,-5.67,-0.31,0.11,1.11,,,
3305,6.95,9.08,-9.39,-0.32,0.14,1.13,,,
3307,8.31,6.9,-12.59,-0.3,0.11,1.1,,,
3309,10.37,4.46,-13.89,-0.29,0.1,1.15,,,
3311,13.09,0.48,-14.51,-0.29,0.1,1.13,,,
3312,16.4,-1.41,-15.64,-0.29,0.15,1.19,,,
3314,19.1,-0.5,-18.85,-0.3,0.23,1.18,,,
3315,16.33,-2.58,-24.25,-0.31,0.27,1.12,,,
3317,7.49,-7.14,-29.83,-0.27,0.2,1.03,,,
3318,-0.59,-10.09,-32.16,-0.23,0.1,0.89,,,
3320,-6.14,-8.61,-31.53,-0.22,0.04,0.93,,,
3321,-5.99,-9.14,-29.94,-0.22,0.04,0.9,,,
3323,1.18,-12.74,-26.81,-0.2,0.04,0.93,,,
3324,10.2,-16.5,-25.25,-0.21,0.09,0.97,,,
3326,17.88,-20.44,-24.54,-0.19,0.14,0.94,,,
3327,15.89,-23.96,-25.3,-0.15,0.14,0.88,,,
3329,12.87,-22.63,-27.33,-0.1,0.11,0.81,,,
3330,5.7,-16.33,-30.03,-0.11,0.13,0.81,,,
3332,-1.43,-15.81,-31.55,-0.11,0.06,0.89,,,
3333,-4.7,-12.81,-31.64,-0.1,0.05,0.82,,,
3335,-6.71,-13.02,-30.41,-0.11,-0.01,0.82,,,
3336,-4.51,-12.2,-28.2,-0.13,-0.05,0.86,,,
3338,-1.53,-13.26,-25.9,-0.13,-0.04,0.9,,,
3339,0.49,-15.55,-22.11,-0.12,-0.07,0.93,,,
3341,1.01,-15.02,-17.83,-0.1,-0.04,0.96,,,
3342,-1.86,-12.11,-13.58,-0.1,0.04,0.97,,,
3344,-8.99,-12.29,-10.81,-0.12,0.03,1.11,,,
3345,-10.67,-12.08,-6.13,-0.11,0.03,1.14,,,
3347,-10.36,-10.56,-1.3,-0.1,0.03,1.16,,,
3348,-9.18,-11.75,3.04,-0.1,0.01,1.15,,,
3350,-9.29,-11.72,6.3,-0.07,0,1.16,,,
3351,-5.1,-6.39,10.34,-0.03,-0.03,1.12,,,
3353,-2.96,-3.59,14.74,-0.05,0.01,1.15,,,
3354,2.5,-0.71,18.42,-0.09,0.1,1.23,,,
3356,8.26,0.24,20.42,-0.11,0.2,1.35,,,
3357,12.08,-1.35,20.26,-0.08,0.23,1.26,,,
3359,10.75,-3.36,19.65,-0.09,0.2,1.23,,,
3360,6.03,4.41,17.97,-0.04,0.13,1.05,,,
3362,-0.27,8.76,15.65,-0.05,0.1,1.03,,,
3363,-4.49,14.19,13.46,-0.08,0.1,1.01,,,
3365,-3.3,18.12,11.97,-0.06,0.08,1.01,,,
3366,-1.7,16.7,12.66,-0.09,0.08,0.95,,,
3368,-2.6,13.67,13.79,-0.12,0.07,0.9,,,
3369,-8.17,15,15.23,-0.11,0.05,0.86,,,
3371,-14.01,16.51,16.17,-0.12,0.05,0.87,,,
3372,-15.37,21.66,15.92,-0.13,0.05,0.92,,,
3374,-15.38,21.84,15.35,-0.14,0.05,0.98,,,
3375,-13.54,20.24,14.99,-0.14,0.02,0.94,,,
3377,-12.83,20.19,15.69,-0.09,0,0.91,,,
3378,-12.81,18.87,17.68,-0.09,-0.02,0.88,,,
3380,-11.98,17.35,18.52,-0.09,-0.05,0.92,,,
3381,-10.19,18.06,18.92,-0.1,-0.05,0.96,,,
3383,-9.16,16.85,18.6,-0.12,-0.04,1.04,,,
3384,-10.24,16.5,17.26,-0.16,-0.02,1.03,,,
3386,-14.17,13.77,15.88,-0.16,0,1.04,,,
3387,-18.19,12.44,12.95,-0.2,0.07,1.09,,,
3389,-21.74,11.64,8.58,-0.22,0.07,1.14,,,
3390,-22.83,10.84,3.47,-0.22,0.07,1.14,,,
3392,-21.59,9.51,-1.52,-0.25,0.06,1.18,,,
3393,-19.78,9.45,-6.23,-0.26,0.09,1.15,,,
3395,-19,8.41,-10.01,-0.27,0.09,1.17,,,
3396,-18.02,6.77,-12.61,-0.29,0.06,1.14,,,
3398,-12.36,7.23,-13.49,-0.29,0.07,1.17,,,
3399,0.73,6.43,-14.26,-0.35,0.15,1.26,,,
3401,10.72,-0.42,-16.22,-0.34,0.19,1.21,,,
3402,7.72,-9.28,-16.55,-0.32,0.17,1.11,,,
3404,-3.64,-8.22,-18.57,-0.24,0.04,0.88,,,
3406,-11.54,2,-18.14,-0.22,-0.02,0.92,,,
3408,-12.18,6.73,-16.97,-0.22,-0.02,0.92,,,
3409,-5.34,1.2,-15.22,-0.23,0.02,0.98,,,
3411,1.99,3.84,-12.9,-0.23,0.08,0.99,,,
3412,2.78,2.19,-12.75,-0.22,0.09,0.95,,,
3414,-2.19,2.57,-12.24,-0.23,0.07,0.92,,,
3415,-7.2,3.58,-10.89,-0.22,0.06,0.87,,,
3417,-8.09,2.32,-8.86,-0.2,0,0.84,,,
3418,-2.89,0.36,-6.73,-0.19,-0.04,0.85,,,
3420,5.26,-1.88,-5.52,-0.19,-0.09,0.8,,,
3421,10.89,-4.28,-5.04,-0.21,-0.09,0.8,,,
3423,11.18,-6.33,-4.38,-0.21,-0.06,0.77,,,
3424,4.44,-8.33,-3.75,-0.21,-0.06,0.76,,,
3426,-2.22,-9.3,-3.8,-0.22,-0.08,0.82,,,
3427,-4.38,-7,-3.7,-0.2,-0.13,0.89,,,
3429,-1.18,-4.43,-3.72,-0.2,-0.15,0.96,,,
3430,3.88,-4.85,-4.44,-0.21,-0.13,1.02,,,
3432,6.17,-5.76,-5.5,-0.25,-0.1,1.02,,,
3433,4.14,-2.88,-6.66,-0.26,-0.06,1.06,,,
3435,1.3,4.1,-6.61,-0.27,-0.08,1.1,,,
3436,-0.42,2.25,-8.93,-0.28,-0.03,0.9,,,
3438,-0.67,4.06,-9.59,-0.26,-0.03,1.13,,,
3439,-1.68,0.94,-10.5,-0.24,-0.03,1.04,,,
3441,-2.68,-4.08,-12.67,-0.26,0.02,1.19,,,
3442,-3.05,-3.51,-14.16,-0.22,-0.02,1.14,,,
3444,1.14,3.59,-12.09,-0.16,-0.05,1.15,,,
3445,3.62,4.77,-7.78,-0.13,0.01,1.32,,,
3447,13.19,7.8,-4.28,-0.21,0.21,1.49,,,
3448,17.29,-4.58,-4.7,-0.25,0.34,1.28,,,
3450,16.88,-19.36,-5.9,-0.23,0.28,0.93,,,
3451,9.4,-30.58,-5.03,-0.2,0.15,0.8,,,
3453,2.6,-26.68,-4.01,-0.2,0.1,0.93,,,
3454,5.17,-31.38,-5.2,-0.24,0.1,0.9,,,
3456,12.11,-38.7,-8.27,-0.27,0.1,0.88,,,
3457,19.86,-46.64,-10.67,-0.3,0.15,0.93,,,
3459,23.45,-49.96,-11.88,-0.3,0.18,0.99,,,
3460,24.89,-46.22,-10.69,-0.26,0.16,1.07,,,
3462,19.9,-38.08,-10.64,-0.23,0.18,1.04,,,
3463,10.6,-28.07,-14.41,-0.2,0.18,1.12,,,
3465,5.86,-17.08,-19.22,-0.16,0.17,0.97,,,
3466,2.8,-8.85,-23.4,-0.12,0.1,0.93,,,
3468,4.56,-4.15,-26.98,-0.11,0.11,0.97,,,
3469,10.54,-1.25,-29.82,-0.11,0.07,0.93,,,
3471,10.82,-11.16,-30.53,-0.1,0.04,0.81,,,
3472,11.11,-3.49,-30.99,-0.06,0.06,0.77,,,
3474,2.71,-1.1,-32.16,-0.06,0.12,0.79,,,
3475,-6.76,-0.2,-32.29,-0.06,0.14,0.77,,,
3477,-15.38,-2.78,-32.54,-0.04,0.13,0.8,,,
3478,-18.71,1.07,-35.34,-0.02,0.15,0.84,,,
3480,-19.06,5.04,-39.73,-0.01,0.19,0.84,,,
3481,-19.59,8.45,-45.19,0.02,0.16,0.8,,,
3483,-22.37,6.06,-46.51,0.01,0.12,0.75,,,
3484,-26.99,4.5,-48.45,-0.02,0.19,0.73,,,
3486,-29.42,4.49,-51.46,-0.01,0.2,0.73,,,
3487,-26.93,4.94,-55.59,-0.01,0.17,0.75,,,
3489,-19.86,-0.08,-59.82,-0.04,0.14,0.72,,,
3490,-12.71,-1.41,-62.2,-0.05,0.08,0.73,,,
3492,-5.66,-1.54,-61.74,-0.05,0.03,0.64,,,
3493,-2.77,-10.39,-61.48,-0.09,0.08,0.69,,,
3495,2.72,-12.75,-60.89,-0.05,0.07,0.72,,,
3496,8.22,-13.87,-60,-0.02,0.03,0.72,,,
3498,16.04,-18.04,-58.25,-0.02,0.04,0.77,,,
3499,25.93,-19.06,-59.06,-0.02,0.09,0.79,,,
3501,36,-23.23,-62.29,-0.02,0.1,0.89,,,
3504,43.64,-31.06,-65.67,0,0.13,0.93,,,
3506,52.85,-21.27,-69.67,0.04,0.19,0.93,,,
3507,50.33,-26.21,-74.58,0.04,0.26,0.98,,,
3509,44.82,-26.77,-79.54,0.08,0.29,1.06,,,
3510,38.72,-18.15,-85.22,0.09,0.36,1.11,,,
3512,29.69,-18.4,-90.56,0.06,0.34,1.12,,,
3513,20.65,-17.6,-96.9,0.01,0.37,1.26,,,
3515,11.84,4.01,-103.48,0.01,0.31,1.32,,,
3516,2.2,26.17,-104.47,0,0.26,1.22,,,
3518,-7.94,27.16,-106.35,-0.04,0.24,1.27,,,
3519,-13.61,33.96,-102.87,-0.07,0.14,1.32,,,
3521,-11.96,49.86,-95.18,-0.09,0.04,1.34,,,
3522,-9.54,45.93,-86.58,-0.16,0.03,1.32,,,
3524,-6.56,43.8,-79.22,-0.11,0.06,1.28,,,
3525,-8.58,39.94,-69.06,-0.13,0.1,1.31,,,
3527,-9.28,32.42,-57.95,-0.05,0.12,1.15,,,
3528,-5.54,30.21,-48.96,-0.07,0.16,1.29,,,
3530,7.33,24.12,-43.37,0.02,0.15,1.05,,,
3531,14.37,20.41,-41.96,0.02,0.11,1.25,,,
3533,20.71,9.56,-40.93,-0.09,0.11,1.08,,,
3534,20.9,8.54,-37.85,-0.11,0.17,1.27,,,
3536,18.95,13.05,-34.38,-0.07,0.19,1.07,,,
3537,16.56,11.38,-33.06,-0.14,0.09,0.99,,,
3539,18.69,7.11,-30.7,-0.2,0.07,1.12,,,
3540,19.53,-8.78,-28.82,-0.2,0.11,1.23,,,
3542,21.4,-16.49,-25.99,-0.14,0.06,1.11,,,
3543,20.63,-18.1,-22.36,-0.13,0.03,1.13,,,
3545,27.31,-8.82,-21.07,-0.14,0.05,1.15,,,
3546,30.85,-13.56,-23.66,-0.16,0.08,1.15,,,
3548,36.22,-28.52,-18.25,-0.04,0.05,1.26,,,
3549,39.99,-20.21,-14.81,-0.1,0.06,1.03,,,
3551,32.8,-45.55,-5.32,-0.05,-0.08,1.05,,,
3552,34.04,-19.95,3.43,-0.17,-0.05,0.81,,,
3554,9.49,-20.23,0.85,-0.13,-0.06,1.23,,,
3555,6.23,-4.29,1.03,-0.15,-0.12,1.2,,,
3557,3.2,9.33,2.23,-0.04,-0.11,1.12,,,
3558,4.75,16.64,3.78,-0.05,-0.1,1.06,,,
3560,6.11,5.73,5.33,-0.09,-0.11,1.1,,,
3561,-5.85,21.65,6.91,-0.12,-0.13,1.35,,,
3563,-37.67,37.07,8.12,-0.11,-0.06,1.44,,,
3564,-71.07,54.03,10.52,-0.11,-0.03,1.47,,,
3566,-86.29,56.45,10.84,-0.13,-0.02,1.17,,,
3567,-58.34,22.19,7.75,-0.03,0.06,2,,,
3569,-4.38,16.59,15.14,0.19,-0.07,0.87,,,
3570,-1.12,1.24,13.72,-0.24,0.12,0.99,,,
3572,-9.04,-5.28,9.41,-0.17,0.18,0.83,,,
3573,-13.54,-17.78,4.02,-0.12,0.18,0.82,,,
3575,-8.72,-17.39,-0.33,-0.09,0.09,0.83,,,
3576,-2.69,-11.39,-2.06,-0.15,0.05,0.82,,,
3578,-4.43,-13.54,-4.41,-0.26,0.02,1.1,,,
3579,-6.87,-9.29,-5.83,-0.19,-0.15,1.25,,,
3581,-9.95,-4.73,-2.16,-0.1,-0.2,1.21,,,
3582,-13.15,5.03,4.65,-0.12,-0.21,1.12,,,
3584,-15.6,3.5,11.09,-0.1,-0.11,1.01,,,
3585,-10.38,0.1,11.04,-0.1,0,1.04,,,
3587,-2.89,2.88,7.55,-0.07,0.01,1.04,,,
3588,1.01,1.55,4.26,-0.01,-0.05,1,,,
3590,2.58,-0.55,4.01,-0.02,-0.16,1.08,,,
3591,1.11,3.52,7.3,-0.01,-0.22,1.07,,,
3593,-2.22,0.84,10.62,-0.05,-0.19,1.05,,,
3594,-2.99,-2.07,12.05,-0.11,-0.11,1.04,,,
3596,3.05,0.8,12.75,-0.13,-0.09,0.95,,,
3597,8.82,-5.02,12.61,-0.16,-0.01,1.01,,,
3599,10.46,-14.59,11.91,-0.2,-0.1,0.72,,,
3601,13.27,-2.73,10.52,-0.12,0.11,1.06,,,
3603,9.4,2.71,7.09,-0.08,0.24,1.03,,,
3604,3.45,-0.24,3.52,-0.1,0.29,1.09,,,
3606,2.73,6.23,0.75,-0.09,0.27,1.15,,,
3607,6.43,13.38,0.43,-0.09,0.21,1.1,,,
3609,10.39,16.79,0.9,-0.08,0.15,1.01,,,
3610,9.27,10.79,0.23,-0.1,0.16,1.02,,,
3612,9.46,15.52,-0.08,-0.09,0.16,0.97,,,
3613,6.4,15.91,-0.15,-0.1,0.11,0.9,,,
3615,2.85,10.09,-0.2,-0.14,0.11,0.96,,,
3616,-0.83,7.63,-0.75,-0.17,0.11,1.07,,,
3618,-1.6,3.72,-1.9,-0.18,0.07,1.07,,,
3619,-1.41,5.64,-4.03,-0.17,0.05,1.11,,,
3621,-0.23,6.8,-5.35,-0.19,0,1.04,,,
3622,1.64,3,-3.37,-0.2,-0.03,0.97,,,
3624,3.84,0.07,0.13,-0.19,0,0.93,,,
3625,2.95,-2.56,1.44,-0.16,0.05,0.97,,,
3627,1.62,-3.1,2.37,-0.15,0.07,1.03,,,
3628,2.85,-1.21,3.03,-0.12,0.07,1.06,,,
3630,5.2,0.31,2.75,-0.09,0.07,1.06,,,
3631,6.37,1.5,2.81,-0.08,0.1,1.04,,,
3633,5.33,3.08,1.99,-0.07,0.13,1.02,,,
3634,4.16,4.73,0.49,-0.05,0.13,0.99,,,
3636,3.36,5.6,-0.7,-0.06,0.1,0.99,,,
3637,2.72,4.48,0.08,-0.1,0.08,1,,,
3639,1.07,3.49,0.62,-0.12,0.09,1.04,,,
3640,-0.7,3.5,0.7,-0.12,0.08,1.05,,,
3642,-5.72,2.61,0.96,-0.12,0.07,1.02,,,
3643,-12.94,-7.13,0.27,-0.13,0.02,0.69,,,
3645,-8.93,-5.84,0.23,-0.12,0.02,0.93,,,
3646,-2.21,-1.72,0.1,-0.16,0.07,1.09,,,
3648,3.85,3.17,0.8,-0.18,0.09,1.11,,,
3649,3.89,3.53,1.07,-0.15,0.09,1.08,,,
3651,0.93,4.22,1.04,-0.15,0.07,1.03,,,
3652,-0.22,6.51,0.89,-0.15,0.06,0.99,,,
3654,0.62,4.74,1.31,-0.15,0.07,0.97,,,
3655,2.56,3.29,1.59,-0.16,0.08,0.98,,,
3657,4.79,2.54,1.86,-0.16,0.08,0.99,,,
3658,6.85,1.77,1.39,-0.17,0.09,1.01,,,
3660,5.44,0.77,0.15,-0.16,0.12,1.04,,,
3661,0.38,0.38,-1.09,-0.16,0.13,1,,,
3663,-3.39,-0.64,-1.77,-0.15,0.11,1,,,
3664,-3.44,-1.48,-1.51,-0.15,0.09,1,,,
3666,-2.66,-2.07,-1.83,-0.18,0.08,1.02,,,
3667,-2.4,-4.33,-2.18,-0.18,0.09,0.99,,,
3669,-2.84,-4.92,-2.79,-0.17,0.08,1.01,,,
3670,-2.9,-4.48,-2.38,-0.15,0.07,1.02,,,
3672,-2.57,-3.89,-2.31,-0.14,0.07,1.02,,,
3673,-1.74,-2.23,-2.07,-0.13,0.06,1.03,,,
3675,-0.76,-0.57,-1.7,-0.13,0.06,1.04,,,
3676,-0.52,0.23,-1.21,-0.13,0.07,1.03,,,
3678,-0.68,0.18,-1.51,-0.14,0.08,1.02,,,
3679,0.12,0.03,-1.87,-0.14,0.07,1.01,,,
3681,1.07,-0.82,-1.69,-0.14,0.07,0.99,,,
3682,1.88,-1.41,-1.67,-0.14,0.07,1.01,,,
3684,2.17,-1.51,-1.54,-0.14,0.07,1.02,,,
3685,1.71,-1.05,-1.35,-0.14,0.07,1.04,,,
3687,1.21,-1.08,-1.26,-0.14,0.07,1.03,,,
3688,0.53,-0.48,-0.9,-0.13,0.08,1.03,,,
3690,-0.09,-0.86,-1.15,-0.12,0.09,1.02,,,
3691,-0.71,-1.36,-0.86,-0.12,0.09,1.02,,,
3693,-1.94,-1.41,-1.16,-0.12,0.08,1.02,,,
3694,-1.91,-2.29,-1.32,-0.12,0.08,1.01,,,
3696,-1.83,-2.14,-1.2,-0.11,0.07,1.01,,,
3698,-0.98,-1.6,-1.08,-0.12,0.07,1.03,,,
3700,-0.38,-0.68,-1.06,-0.11,0.07,1.04,,,
3701,-0.44,-0.04,-1.35,-0.11,0.07,1.04,,,
3703,-0.8,3.57,-1.42,-0.05,0.03,0.95,,,
3704,0.74,1.15,-1.16,-0.11,0.06,1.01,,,
3706,1.83,2.07,-0.9,-0.13,0.04,1.03,,,
3707,0.69,4.72,-0.29,-0.12,0.06,1.07,,,
3709,0.95,4.5,-0.13,-0.12,0.08,1.02,,,
3710,0.14,0.51,-0.31,-0.12,0.11,1.05,,,
3712,1.05,0.93,0.01,-0.12,0.08,1.01,,,
3713,1.07,-0.1,0.42,-0.14,0.07,1.01,,,
3715,0.07,2.17,0.56,-0.16,0.08,1.05,,,
3716,0.33,2.18,0.45,-0.17,0.08,1.02,,,
3718,-0.35,1.71,-0.32,-0.15,0.08,1.01,,,
3719,-0.7,0.98,-0.23,-0.13,0.08,0.99,,,
3721,-1.29,0.48,-0.4,-0.13,0.09,1.05,,,
3722,0.01,-0.37,-0.33,-0.13,0.07,1,,,
3724,0.05,-1.78,-0.77,-0.14,0.07,1,,,
3725,-0.54,-2.11,-0.93,-0.14,0.08,1.05,,,
3727,0.24,-0.41,-1.45,-0.14,0.09,1.08,,,
3728,1.11,3.71,-1.51,-0.13,0.08,1.07,,,
3730,1.65,2.25,-1.81,-0.12,0.09,1.04,,,
3731,0.66,1.79,-1.89,-0.1,0.08,1.01,,,
3733,0.43,2.52,-1.41,-0.12,0.05,1,,,
3734,-0.38,0.31,0.06,-0.15,0.06,0.98,,,
3736,-4.24,-5.44,-0.67,-0.09,0.09,1,,,
3737,-1.22,-0.13,-0.4,-0.17,0.07,1.04,,,
3739,0.24,-0.66,-0.16,-0.18,0.06,1.06,,,
3740,0.3,-0.53,0.11,-0.15,0.08,1.08,,,
3742,-1.36,1.55,0.2,-0.11,0.06,1,,,
3743,-0.64,1.71,0.43,-0.1,0.07,0.98,,,
3745,-0.63,1.11,-0.18,-0.13,0.09,1,,,
3746,-0.99,-1.74,-0.22,-0.14,0.05,1.03,,,
3748,0.82,0.25,0.19,-0.17,0.05,1.05,,,
3749,0.46,0.45,0.34,-0.14,0.07,1.01,,,
3751,-0.88,0.4,-0.19,-0.14,0.1,1.05,,,
3752,-0.22,2.13,-0.74,-0.14,0.08,1.05,,,
3754,0.47,2.65,-0.41,-0.12,0.08,1.03,,,
3755,2.2,1.35,-0.07,-0.12,0.09,0.98,,,
3757,-0.19,-4.19,-0.89,-0.13,0.07,0.98,,,
3758,-0.18,-2.73,-0.47,-0.15,0.06,1.06,,,
3760,0.19,0.71,-0.03,-0.13,0.07,1.07,,,
3761,1.1,3.03,-0.66,-0.12,0.09,1.06,,,
3763,0.75,1.71,0,-0.1,0.07,1.01,,,
