Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (G),Accelerometer Y (G),Accelerometer Z (G),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
678,-0.01,-1.36,0.1,-0.13,0.03,1.02,,,
679,0.14,-0.14,0.2,-0.13,0.03,1.02,,,
681,0.24,-0.4,-0.06,-0.14,0.03,1.02,,,
683,0.24,-0.19,0.3,-0.14,0.03,1.03,,,
685,-0.04,-0.93,0.13,-0.14,0.04,1.02,,,
686,-0.01,-1.34,0.14,-0.14,0.04,1.02,,,
688,0.27,-0.94,0.1,-0.14,0.04,1.02,,,
689,0.11,-0.1,0.17,-0.14,0.04,1.02,,,
691,-0.06,-0.11,-0.1,-0.14,0.03,1.02,,,
692,-0.12,0.37,0.07,-0.14,0.03,1.02,,,
694,0,1.49,-0.12,-0.13,0.03,1.01,,,
695,-0.02,2.24,-0.31,-0.14,0.03,1.02,,,
697,-0.21,1.39,-0.41,-0.14,0.04,1.03,,,
698,0.33,0.64,-0.16,-0.14,0.04,1.02,,,
700,0.17,-0.87,-0.1,-0.14,0.03,1.02,,,
701,0.35,-2.54,-0.12,-0.14,0.04,1.02,,,
703,0.25,-1.91,0.23,-0.13,0.03,1.02,,,
704,0.18,-0.06,-0.06,-0.13,0.04,1.02,,,
706,0.05,0.19,0.06,-0.13,0.03,1.02,,,
707,-0.04,0.32,0.01,-0.13,0.03,1.02,,,
709,0.33,0.55,-0.03,-0.14,0.03,1.02,,,
710,-0.14,0.56,0.1,-0.14,0.04,1.02,,,
712,-0.34,-0.29,0.04,-0.14,0.03,1.02,,,
713,0.14,0.09,0.25,-0.14,0.03,1.02,,,
715,-0.12,0.71,-0.03,-0.13,0.03,1.03,,,
716,0.2,0.35,-0.05,-0.13,0.03,1.02,,,
718,-0.18,0.22,-0.02,-0.13,0.04,1.02,,,
719,0.11,0.71,0,-0.13,0.03,1.02,,,
721,0.01,0.32,0.11,-0.13,0.04,1.02,,,
722,-0.13,-0.43,0.04,-0.14,0.03,1.02,,,
724,-0.05,-0.56,0.26,-0.14,0.04,1.02,,,
725,0.05,-0.19,0.01,-0.13,0.03,1.02,,,
727,-0.12,0.23,0.28,-0.14,0.03,1.02,,,
728,-0.03,0.48,0.3,-0.13,0.03,1.02,,,
730,0.03,0.45,0.04,-0.13,0.04,1.03,,,
731,0.08,-0.05,-0.03,-0.13,0.03,1.02,,,
733,0,-0.33,0.04,-0.14,0.03,1.01,,,
734,0.07,-0.26,0.2,-0.13,0.03,1.02,,,
736,0.09,-0.18,0.04,-0.13,0.03,1.02,,,
737,0.2,0.43,0.27,-0.14,0.03,1.02,,,
739,0.05,0.67,0,-0.14,0.03,1.02,,,
740,0.1,0.43,-0.25,-0.13,0.03,1.02,,,
742,-0.2,-0.11,0.1,-0.14,0.03,1.02,,,
743,-0.01,-0.1,0.16,-0.13,0.04,1.02,,,
745,-0.17,0.42,0.19,-0.13,0.04,1.02,,,
746,0.01,0.87,-0.1,-0.13,0.03,1.02,,,
748,-0.03,0.62,0.12,-0.14,0.04,1.02,,,
749,-0.1,0.65,0.01,-0.14,0.03,1.02,,,
751,-0.01,0.41,0.18,-0.14,0.04,1.02,,,
752,-0.16,0.38,-0.12,-0.14,0.04,1.02,,,
754,0.17,0.51,-0.06,-0.14,0.04,1.02,,,
755,0.07,0,-0.17,-0.14,0.04,1.02,,,
757,-0.09,-0.33,0.18,-0.14,0.03,1.02,,,
758,0.17,-0.49,0.12,-0.14,0.03,1.02,,,
760,-0.32,-0.32,-0.07,-0.14,0.04,1.02,,,
761,0.01,0.32,0.09,-0.14,0.03,1.01,,,
763,0.18,0.16,-0.17,-0.14,0.03,1.02,,,
764,0.19,-0.71,-0.06,-0.14,0.03,1.02,,,
766,0.04,-0.87,0.11,-0.13,0.04,1.02,,,
767,0.24,-0.65,0.15,-0.13,0.03,1.02,,,
769,0.11,-0.56,0.14,-0.13,0.04,1.02,,,
770,0.07,-0.37,0.21,-0.14,0.04,1.02,,,
772,0.29,0.21,0.04,-0.13,0.04,1.02,,,
773,-0.12,0.72,-0.12,-0.13,0.03,1.03,,,
775,-0.04,0.95,-0.04,-0.14,0.04,1.02,,,
776,-0.05,0.96,0.01,-0.14,0.04,1.03,,,
778,0.02,0.49,-0.3,-0.14,0.03,1.03,,,
781,-0.13,0.36,0.07,-0.13,0.03,1.02,,,
783,-0.01,1.22,0.05,-0.13,0.03,1.02,,,
784,-0.23,1.64,0.12,-0.13,0.03,1.03,,,
786,-0.18,1.13,-0.13,-0.14,0.03,1.03,,,
787,0.04,0.11,-0.28,-0.14,0.03,1.02,,,
789,0.44,-0.2,-0.07,-0.14,0.04,1.02,,,
790,0.33,-0.44,-0.32,-0.13,0.04,1.01,,,
792,0.1,-0.49,0.08,-0.13,0.03,1.02,,,
793,0.06,-0.83,0.12,-0.14,0.03,1.03,,,
795,0.12,-0.99,0,-0.14,0.03,1.02,,,
796,-0.09,-0.54,0.01,-0.14,0.03,1.02,,,
798,0.14,-0.17,-0.05,-0.13,0.03,1.02,,,
799,-0.02,-0.21,0.03,-0.14,0.03,1.03,,,
801,0.05,-0.25,0.24,-0.14,0.03,1.03,,,
802,0.08,-0.14,-0.07,-0.13,0.04,1.02,,,
804,-0.08,0.31,0.13,-0.13,0.03,1.01,,,
805,-0.31,0.25,-0.04,-0.14,0.03,1.02,,,
807,-0.12,0.2,0.08,-0.14,0.03,1.02,,,
808,0.14,0.03,-0.06,-0.14,0.03,1.02,,,
810,0.25,0.04,0.19,-0.14,0.03,1.02,,,
811,-0.02,-0.13,-0.21,-0.14,0.03,1.02,,,
813,0.21,0.32,-0.25,-0.14,0.03,1.02,,,
814,-0.04,0.71,0.07,-0.13,0.03,1.02,,,
816,-0.18,0.65,-0.05,-0.14,0.04,1.02,,,
817,0.24,0.27,-0.16,-0.14,0.03,1.02,,,
819,-0.08,-0.63,-0.05,-0.14,0.03,1.03,,,
820,0.11,-2.07,0.2,-0.14,0.03,1.02,,,
822,0.19,-2.44,0.11,-0.13,0.04,1.03,,,
823,0.22,-3.5,0.24,-0.13,0.03,1.02,,,
825,0.52,-3.48,0.33,-0.13,0.03,1.01,,,
826,0.54,-1.95,0.25,-0.13,0.04,1.02,,,
828,0.34,-1.64,0.39,-0.13,0.04,1.02,,,
829,0.64,-3.25,0.75,-0.13,0.04,1.03,,,
831,0.67,-2.65,0.46,-0.14,0.04,1.02,,,
832,0.2,-2.25,0.55,-0.13,0.03,1.02,,,
834,0,-0.71,0.49,-0.13,0.03,1.02,,,
835,-0.32,0.9,0.24,-0.13,0.04,1.02,,,
837,-0.6,2.76,0.28,-0.13,0.03,1.02,,,
838,-0.56,3.37,-0.22,-0.13,0.03,1.02,,,
840,-0.36,3.17,-0.46,-0.13,0.03,1.02,,,
841,-0.41,2.45,-0.13,-0.13,0.04,1.02,,,
843,0.01,2.79,-0.64,-0.13,0.03,1.02,,,
844,-0.12,1.57,-0.7,-0.14,0.03,1.02,,,
846,-0.09,1.25,-0.35,-0.13,0.04,1.02,,,
847,-0.25,1.09,-0.36,-0.13,0.04,1.02,,,
849,-0.22,0.52,0.05,-0.13,0.04,1.03,,,
850,-0.16,-0.55,0.3,-0.14,0.03,1.03,,,
852,0.01,-1.03,-0.06,-0.13,0.03,1.02,,,
853,0.2,-1.09,0.24,-0.13,0.04,1.03,,,
855,-0.35,-1.28,0.09,-0.13,0.03,1.02,,,
856,0.36,-1.52,0.33,-0.14,0.03,1.02,,,
858,0.35,-1.31,0.26,-0.13,0.04,1.02,,,
859,0.29,-0.81,0.27,-0.13,0.03,1.02,,,
861,0.19,-0.11,0.3,-0.13,0.04,1.02,,,
862,0.19,-0.04,0.21,-0.13,0.04,1.02,,,
864,-0.08,0.77,-0.02,-0.13,0.03,1.02,,,
865,-0.09,0.92,-0.28,-0.13,0.03,1.03,,,
867,-0.38,-0.72,-0.58,-0.11,0.03,1.03,,,
868,-0.05,-0.49,-0.58,-0.14,0.04,1.02,,,
870,0.14,0.67,-0.46,-0.14,0.03,1.02,,,
871,-0.27,0.41,0.06,-0.15,0.05,1.02,,,
873,0.19,-1.53,-0.37,-0.14,0.03,1.01,,,
874,0.36,-15.79,-7.24,-0.07,0.14,1.03,,,
876,-0.06,-20.42,-43.2,-0.06,0.06,1.09,,,
878,2.78,-20.86,-3.03,-0.35,-0.13,1.03,,,
880,-2.5,-8.7,3.23,-0.09,0.04,1.02,,,
881,-2.72,-3.18,0.87,-0.14,0.08,1.21,,,
883,4.01,0.77,-13.16,-0.2,0.1,1.12,,,
884,17.13,53.44,-9.07,-0.17,0,0.99,,,
886,31.66,158.36,3.49,-0.15,-0.04,1.01,,,
887,0.46,252.13,12.56,0.05,0.04,1.25,,,
889,-4.38,252.13,3.18,-0.14,-0.03,0.92,,,
890,-10.96,252.13,1.1,-0.46,0.16,1.02,,,
892,-4.29,147.31,-14.09,-0.51,0.05,0.38,,,
893,-4.24,46.57,-2.45,-0.76,0.15,0.99,,,
895,0.3,13.53,-0.78,-0.45,0.03,0.81,,,
896,-7.14,2.64,1.88,-0.58,0.05,0.99,,,
898,-14.7,89.58,9.19,-0.49,-0.03,1.14,,,
899,6.06,164.72,3.66,-0.78,0.03,0.82,,,
901,40.24,66.22,-30.71,-0.86,-0.24,0.46,,,
902,8.53,16.54,-51.32,-0.95,-0.14,1.24,,,
904,-55.8,-64.3,-41.83,-0.79,-0.14,1.27,,,
905,-110.22,-143.34,-25.23,-0.44,-0.08,1.04,,,
907,-132.48,-221.46,12.62,-0.57,-0.03,0.9,,,
908,-79,-248.13,37.06,-0.33,-0.11,0.43,,,
910,-17.57,-124.74,27.62,-0.47,-0.19,0.52,,,
911,50.15,-204.93,-15.44,-0.69,-0.15,0.98,,,
913,130.01,-223.81,-35.77,-0.6,0.01,0.61,,,
914,115.4,-248.13,-84.16,-0.53,-0.12,1.18,,,
916,119.58,-233.36,-111.18,-0.12,0.16,0.96,,,
917,146.12,-226.33,-81.01,0.31,0.26,0.9,,,
919,150.3,-163.46,-46.74,0.55,0.3,1.04,,,
920,98.37,-96.47,-7.33,0.87,0.29,0.71,,,
922,15.75,-85.84,34.07,0.5,0.45,1.32,,,
923,-20.53,-95.1,64.03,0.55,0.59,1.04,,,
925,-39.86,-70.78,68.07,0.44,0.34,0.73,,,
926,-28.92,-26.94,35.54,0.08,0,0.84,,,
928,-0.51,174.15,21.96,0.27,0.01,0.02,,,
929,54.23,122.99,23.6,-0.19,-0.17,0.34,,,
931,80.49,81.67,43.02,0.01,-0.04,0.72,,,
932,78.23,78.51,25.1,-0.02,0.17,1.09,,,
934,64.72,106.35,24.03,0.09,0.25,1.18,,,
935,32.39,97.88,7.09,-0.14,0.21,1.33,,,
937,-20.9,67.98,-20.74,-0.09,0.19,1.38,,,
938,-63.59,51.7,-28.67,-0.02,0.13,1.19,,,
940,-87.39,42.29,-36.28,-0.08,0.19,1.03,,,
941,-110.56,33.08,-38.55,-0.03,0.22,1.04,,,
943,-124.11,-10.9,-22.27,-0.21,0.07,1.06,,,
944,-123.42,-27.36,-19.45,-0.31,0.08,0.93,,,
946,-104.22,-29.2,-20.92,-0.12,0.06,0.85,,,
947,-73.49,16.46,-29.83,-0.04,0.07,0.92,,,
949,-43.43,33.09,-36.97,-0.04,-0.14,1.06,,,
950,-30.41,38.61,-25.04,0.02,-0.09,1.06,,,
952,-9.88,9.72,-9.26,0.03,0.01,0.95,,,
953,20.46,-12.28,3.27,0.11,0,0.86,,,
955,48.17,-10.04,25.1,0.17,0,0.99,,,
956,51.74,48.19,36.49,0,-0.02,1.08,,,
958,43.62,36.42,48.08,-0.14,0.06,1.31,,,
959,-13.16,136.68,-11.76,-0.15,0.23,1.68,,,
961,-18.12,-33.25,-12.3,0.12,-0.06,0.74,,,
962,-1.08,-12.56,-14.69,0.27,0.12,0.67,,,
964,11.96,-28.3,-4.31,0.11,0.05,0.97,,,
965,16.86,-10.49,12.52,0.29,0.02,0.9,,,
967,12.77,18.31,22.69,0.13,0.01,0.97,,,
968,3.27,27.98,27.89,-0.01,0.01,1.09,,,
970,12.84,24.53,21.26,-0.05,0.02,0.92,,,
971,30.59,30.34,15.88,-0.03,0.03,0.86,,,
973,40.74,48.9,17.32,-0.11,0,1.01,,,
975,30.78,90.65,12.44,-0.21,0.04,1.12,,,
977,6.66,78.28,6.91,-0.32,0.02,1.21,,,
978,-14.5,42.08,0.25,-0.35,0.02,1.15,,,
980,-25.74,27.48,-11.53,-0.39,0.03,1.05,,,
981,-30.96,3.73,-27.04,-0.29,0.08,0.83,,,
983,-40.33,10.07,-44.51,-0.4,-0.02,0.99,,,
984,-44.07,8.87,-46.35,-0.32,0.02,1.02,,,
986,-42.46,-0.55,-37.28,-0.29,0.03,0.99,,,
987,-23.41,-36.87,-22.62,-0.17,0.05,0.89,,,
989,4.85,-74.46,7.39,-0.08,-0.04,0.77,,,
990,32.2,-124.1,39.84,-0.18,0.18,0.87,,,
992,46.26,-103.81,19.96,-0.34,-0.04,1.02,,,
993,10.56,-28.35,-32.75,-0.31,-0.11,1.19,,,
995,-6.52,19.77,-42.01,-0.12,0.06,1.06,,,
996,-3.76,22.84,-31.69,0.07,0.1,1.06,,,
998,18.32,-18.85,-15.58,0.07,0.12,1,,,
999,43.75,-68.62,-7.67,0.11,0.11,1.08,,,
1001,44.91,-84.58,-4.71,0.23,0.13,1.18,,,
1002,36.02,-61.99,8.5,0.48,0.17,1.23,,,
1004,22.98,-29.02,31.09,0.56,0.24,1.26,,,
1005,14.33,-14.95,53.14,0.46,0.23,1.18,,,
1007,17.84,-15.1,59.8,0.33,0.16,1.1,,,
1008,17.27,-12.1,52.28,0.24,0.11,1.09,,,
1010,21.1,-6.89,34.95,0.17,0.07,1,,,
1011,26.14,14.91,16.17,0.23,0.07,0.95,,,
1013,28.67,42.47,0.92,0.3,0.04,0.93,,,
1014,24.07,69.35,-7.41,0.28,0.06,0.97,,,
1016,9.45,77.37,-16.97,0.13,0.14,0.96,,,
1017,-5.66,69.32,-26.94,0.05,0.14,1.01,,,
1019,-18.86,40.71,-31.57,-0.02,0.12,1.02,,,
1020,-29.8,14.74,-39.51,-0.12,0.15,0.96,,,
1022,-39.85,17.42,-37.65,-0.15,0.13,0.92,,,
1023,-42.76,-1.49,-17.69,-0.13,0.06,0.89,,,
1025,-34.38,-22.39,10.84,-0.13,0.04,0.8,,,
1026,-17.54,-4.92,30.58,-0.08,0.04,0.66,,,
1028,6.14,53.21,48.25,-0.03,-0.03,0.71,,,
1029,28.4,97.95,54.33,-0.22,-0.03,0.87,,,
1031,48.21,67.93,54.17,-0.41,-0.03,0.96,,,
1032,50.13,-8.16,63.67,-0.22,-0.02,1.13,,,
1034,25.61,-14.19,73.39,-0.21,0.07,1.18,,,
1035,-16.59,-2.1,68.65,-0.32,0.11,1.2,,,
1037,-40.48,16.06,57.99,-0.33,0.03,0.93,,,
1038,-36.6,24.75,43.91,-0.35,-0.03,0.71,,,
1040,-16.44,62,22.37,-0.36,0.03,0.5,,,
1041,4.57,134.8,-4.12,-0.53,0.05,0.72,,,
1043,91.73,81.79,11.75,-0.28,-0.17,0.71,,,
1044,60.17,134.13,13.39,-0.92,0.04,1.64,,,
1046,21.83,40.38,-27.25,-0.85,0.09,1.52,,,
1047,7.46,9.9,-43.02,-0.6,0.15,1.11,,,
1049,14.29,15.96,-44.19,-0.36,0.13,0.82,,,
1050,19.69,84.18,-38.43,-0.07,0.17,0.77,,,
1052,25.01,133.21,-15.1,0,0.25,0.83,,,
1053,34.78,160.05,23.33,-0.1,0.3,0.78,,,
1055,-33.38,73.45,-20.51,0.14,0.06,0.61,,,
1056,-70.83,69.66,-55.93,-0.58,0.22,0.98,,,
1058,-11.95,-81.2,7.77,0.99,-0.05,-0.01,,,
1059,-18.89,-108.24,19.23,-0.65,0.01,1.51,,,
1061,-6.05,-64.54,48.39,-0.41,0.11,0.81,,,
1062,-14.3,-46.74,27.59,-0.49,0.02,0.89,,,
1064,-11.88,-57.15,24.48,-0.46,0.1,0.92,,,
1065,-9.1,-72.31,17.04,-0.42,0.11,0.93,,,
1067,-7.04,-85.78,11.65,-0.38,0.1,0.97,,,
1068,-4.93,-85.07,12.53,-0.23,0.09,0.98,,,
1070,-4.58,-50.09,15.55,-0.14,0.1,1.09,,,
1072,-2.41,-21.76,23.22,-0.09,0.09,0.95,,,
1074,-5.49,-35.78,31.97,-0.17,0.12,1.08,,,
1075,-7.73,-65.84,44.59,-0.04,0.08,0.92,,,
1077,-4.83,-119,59.4,-0.02,0.11,0.87,,,
1078,-2.86,-220.67,56.33,-0.42,0.14,1.15,,,
1080,16.94,-21.5,9.48,0.03,-0.1,-0.33,,,
1081,-3.71,-24.72,-0.12,-0.32,0.08,0.95,,,
1083,4.11,5.93,0.12,-0.09,0.12,0.98,,,
1084,0.22,-4.71,0.13,-0.09,0.08,0.96,,,
1086,-1.18,-4.39,0.07,-0.11,0.1,1.03,,,
1087,0.56,0.93,-0.02,-0.11,0.1,1.01,,,
1089,0.79,-0.9,0.2,-0.12,0.08,1.05,,,
1090,0.72,0.23,0.26,-0.1,0.09,1.04,,,
1092,0.04,1.03,-0.13,-0.1,0.09,1.03,,,
1093,-0.25,1.2,-0.13,-0.11,0.09,1.02,,,
1095,-0.08,0.06,-0.32,-0.12,0.09,1,,,
1096,-0.38,-0.8,0.04,-0.1,0.09,1.02,,,
1098,-2.67,-3.62,-0.28,-0.11,0.1,1.02,,,
1099,2.23,9.16,0.3,-0.06,0.07,0.93,,,
1101,-5.73,-12.68,-0.41,-0.21,0.1,1.05,,,
1102,-2.05,-2.62,-0.48,-0.11,0.11,1.12,,,
1104,-2.05,0.13,-0.13,-0.11,0.09,1.06,,,
1105,-2.33,0.45,1.31,-0.11,0.08,1.01,,,
1107,-3.15,-0.29,2.68,-0.09,0.07,0.96,,,
1108,-7.64,-2,2.91,-0.11,0.08,1.01,,,
1110,-5.49,0.16,-10.41,-0.25,0.04,1.03,,,
1111,-10.85,-9.33,-3.49,-0.04,0.14,1.11,,,
1113,-12.64,-4.99,6.23,-0.13,0.08,1.11,,,
1114,-12.13,-4.07,8.44,0.02,0.07,0.85,,,
1116,-8.56,-3.03,9.59,-0.05,0.06,1.02,,,
1117,-4.72,-3.13,7.11,-0.02,0.04,1.04,,,
1119,-2.47,-7.1,4.07,0,0.1,0.9,,,
1120,1.64,1.89,-53.55,-0.66,-0.14,0.84,,,
1122,0.14,1.85,-115.04,-0.33,0.04,1.06,,,
1123,1.67,-2.34,-129.79,-0.26,0.18,1.05,,,
1125,-1.9,-7.43,-115.52,0.07,0.14,0.88,,,
1126,-6.83,-4,-101.77,-0.02,0.06,1,,,
1128,-2.93,-6.52,-86.54,-0.03,0.06,1.03,,,
1129,1.32,-2.77,-55.22,0.08,0.06,1.09,,,
1131,2.55,2.76,-18.14,0.07,0.08,1.08,,,
1132,-2.08,-1.16,6.11,-0.05,0.08,1.07,,,
1134,-1.95,1.11,5.91,-0.14,0.06,1.04,,,
1135,-2.8,4.29,4.4,-0.11,0.06,0.97,,,
1137,-5.14,2.77,3.68,-0.14,0.05,1,,,
1138,-5.63,-1.16,3.69,-0.14,0.01,0.98,,,
1140,-6.91,-4.16,4.13,-0.11,0.02,0.98,,,
1141,-10.66,-16.61,14.2,0.55,-0.21,1.12,,,
1143,-12.94,-0.28,26.49,0.12,0.08,1.22,,,
1144,-10.61,5.09,22.53,-0.33,0.31,1.04,,,
1146,-13.47,1.2,19.18,-0.32,0.17,1.04,,,
1147,-11.97,-1.55,1,-0.28,0.05,1.06,,,
1149,-9.15,0.92,-5.3,-0.1,0.08,1.07,,,
1150,-8.53,3.95,-5.95,-0.1,0.06,1.02,,,
1152,-9.78,5.5,-6.57,-0.14,0.09,1.07,,,
1153,-8.42,2.29,-3.34,-0.11,0.03,1.07,,,
1155,-8.77,-0.57,-1.4,-0.09,-0.02,0.89,,,
1156,-7.65,-4.08,-3.19,-0.21,-0.06,0.97,,,
1158,-5.66,-2.82,-11.85,-0.22,-0.05,0.86,,,
1159,-5.24,-8.98,-12.66,-0.12,-0.01,0.95,,,
1161,-5.99,-10.57,-13.97,-0.1,0,0.99,,,
1162,-5.89,-5.87,-13.61,-0.05,0,1.04,,,
1164,-5.18,-4.21,-12.93,-0.08,0.02,1.12,,,
1165,-1.97,0.4,-10.69,-0.03,0,1,,,
1167,1.56,4.27,-6.78,-0.01,-0.08,1,,,
1170,7.78,2.85,-3.32,-0.01,-0.09,1,,,
1172,12.31,3.05,-1.83,0,-0.09,1.01,,,
1173,14.03,4.37,-1.45,-0.03,-0.03,1.03,,,
1175,14.4,4.55,-0.84,-0.05,-0.02,0.98,,,
1176,9.83,0.25,-0.21,-0.11,-0.02,1.02,,,
1178,7.39,1.56,-0.55,-0.08,-0.01,1.06,,,
1179,5.51,2.87,-1.83,-0.12,0.01,1.06,,,
1181,5.56,3.64,-1.83,-0.11,-0.01,1.03,,,
1182,2.06,4.46,-2.58,-0.12,0.04,1.06,,,
1184,0.12,-0.73,-20.28,-0.22,0.03,1.09,,,
1185,-0.21,-1.95,-17.74,-0.04,0.04,0.98,,,
1187,-2.39,-4.33,-1.22,-0.02,0.05,1,,,
1188,-3.96,-5.91,0.55,-0.09,0.05,1.01,,,
1190,-3.89,-8.81,-0.1,-0.12,0.04,1.07,,,
1191,-1.84,-5.27,0.23,-0.1,0.01,1.05,,,
1193,-2.06,2.3,1.52,-0.11,0.01,1.04,,,
1194,-0.92,3.98,1.47,-0.1,0.02,1.05,,,
1196,-1.59,5.07,0.95,-0.12,-0.02,1.04,,,
1197,-1.06,5.03,0.92,-0.11,-0.02,1,,,
1199,1.48,4.63,0.62,-0.11,-0.03,0.99,,,
1200,3.36,0.93,0.67,-0.1,-0.03,0.97,,,
1202,4.29,1.11,0.57,-0.09,-0.01,0.97,,,
1203,3.59,1.03,0.37,-0.09,0.01,1.02,,,
1205,3.75,-0.31,-0.3,-0.1,0.02,1.02,,,
1206,4.48,0.2,-1.04,-0.11,0.03,1.04,,,
1208,4.6,0.13,-2.23,-0.11,0.05,1.03,,,
1209,4.29,-0.28,-3.68,-0.1,0.06,1.04,,,
1211,2.2,0.62,-4.04,-0.08,0.03,1.02,,,
1212,1.56,0,-3.03,-0.08,0.02,1.04,,,
1214,2.38,-0.55,-1.45,-0.06,0.03,1.01,,,
1215,2.07,-1.49,-1.23,-0.07,0.05,1.01,,,
1217,0.32,-1.2,-0.85,-0.07,0.04,1.04,,,
1218,-1.12,-2.13,-0.82,-0.07,0.04,1.04,,,
1220,-2.35,-1.51,-0.8,-0.06,0.04,1.04,,,
1221,-1.88,-1.19,-0.01,-0.05,0.01,1,,,
1223,-1.01,-1.16,0.2,-0.06,0.02,1.03,,,
1224,-0.33,-1.23,-0.09,-0.07,0.01,1.03,,,
1226,-0.8,0.35,0.42,-0.08,0.01,1.05,,,
1227,-0.61,0.12,0.79,-0.09,0.01,1.04,,,
1229,-0.41,1.43,0.64,-0.1,0.02,1.04,,,
1230,-0.01,0.71,0.72,-0.11,0.02,1.02,,,
1232,0.14,0.32,0.3,-0.11,0.01,1.02,,,
1233,0.38,-0.45,0.58,-0.11,0.01,1.01,,,
1235,0.82,1.47,0.3,-0.09,0.01,1.01,,,
1236,1.23,0.58,0.2,-0.1,0.02,1,,,
1238,1.45,1.11,0.3,-0.1,0.02,1.02,,,
1239,1.92,0.72,-0.25,-0.09,0.03,1.04,,,
1241,1.77,0.55,-0.27,-0.08,0.02,1.03,,,
1242,1.4,1.52,-0.51,-0.06,0.02,0.99,,,
1244,-6.61,4.58,-6.9,-0.05,0.05,1.01,,,
1245,-0.51,-4.25,-2.12,-0.01,0.06,1.08,,,
1247,-1.84,0.93,-1.16,-0.06,0.05,1.13,,,
1248,0.72,2.33,-0.4,-0.06,0,1.04,,,
1250,-0.44,0.96,-0.51,-0.06,0.02,1.02,,,
1251,0.94,2.35,-0.16,-0.07,0.02,1.06,,,
1253,1.36,2.4,0.01,-0.09,0.01,1.05,,,
1254,1.36,2.03,0.6,-0.09,0,0.92,,,
1256,-0.62,2.21,0.69,-0.11,0.02,0.99,,,
1257,-0.34,1.99,0.75,-0.11,0.02,1,,,
1259,1.04,1.47,0.81,-0.11,0.02,0.99,,,
1260,2.05,0.86,0.73,-0.11,0.03,1,,,
1262,2.68,1.16,0.47,-0.12,0.05,1.03,,,
1263,1.77,0.35,0.68,-0.11,0.05,1.05,,,
1265,-0.52,-0.68,0.4,-0.1,0.04,1.03,,,
1267,-3.53,-2.66,1.31,-0.08,0.03,1.01,,,
1269,-4.33,-4.68,2.05,-0.06,0.02,1.01,,,
1270,-4.6,-7.62,2.53,-0.12,0.03,1.04,,,
1272,-3.41,-4.24,2.55,-0.06,0.03,1.09,,,
1273,-3.48,-0.5,2.32,-0.05,0.04,1.1,,,
1275,-4.05,1.07,2.26,-0.06,0.01,1.05,,,
1276,-3.99,4.02,2.68,-0.07,0.02,1.08,,,
1278,-3.09,8.43,2.33,-0.09,0.05,1.07,,,
1279,-2.43,7.33,0.78,-0.09,0.07,1.01,,,
1281,-3.23,6.73,0.57,-0.08,0.04,1.01,,,
1282,-2.64,8.24,0.81,-0.1,0.04,1.04,,,
1284,-2.86,5.55,1.92,-0.12,0.01,1.04,,,
1285,-2.66,2.54,2.62,-0.11,0,1.02,,,
1287,0.24,6.74,3.23,-0.12,0.03,1.08,,,
1288,3.51,14.5,1.75,-0.13,0.06,1.12,,,
1290,7.41,15.05,1.07,-0.14,0.01,1.1,,,
1291,10.16,15.61,0.76,-0.14,0.01,1.05,,,
1293,12.41,16.61,2.06,-0.11,-0.02,1.05,,,
1294,14.07,16.64,2.89,-0.14,-0.03,1.03,,,
1296,14.4,14.38,4.89,-0.17,-0.05,1.05,,,
1297,13.47,13,6.47,-0.13,-0.02,0.97,,,
1299,14,11.73,6.92,-0.13,0.01,0.95,,,
1300,10.79,10.98,6.7,-0.13,0.01,0.95,,,
1302,9.42,8.27,6.67,-0.16,0.02,1,,,
1303,9.76,11.32,7.13,-0.14,0.04,1.05,,,
1305,8.64,13.93,6.96,-0.12,0.02,1.05,,,
1306,4.04,16.33,8.06,-0.13,0.03,1.12,,,
1308,-2.69,18.93,9.88,-0.13,0.04,1.09,,,
1309,-8.62,25.18,13.01,-0.13,-0.02,1.15,,,
1311,-9.76,18.45,13.77,-0.15,-0.04,0.97,,,
1312,-17.33,1.8,3.51,-0.29,0.08,0.93,,,
1314,-12.87,0.78,-6.96,-0.16,0.01,1.1,,,
1315,-6.89,6.71,-7.96,-0.04,-0.03,1.01,,,
1317,-7.49,9.82,-5.61,-0.1,0.02,1.05,,,
1318,-11.86,6.49,-3.35,-0.15,0.05,1.05,,,
1320,-17.17,0.8,-1.58,-0.14,0,0.99,,,
1321,-18.02,0.84,0.26,-0.14,-0.01,0.98,,,
1323,-13.75,0.77,1.75,-0.14,-0.05,1.02,,,
1324,-4.31,-5.42,3.67,-0.17,-0.08,1.03,,,
1326,7.44,-2.72,5.59,-0.14,-0.09,1.08,,,
1327,15.56,-1.25,7.25,-0.14,-0.06,1.07,,,
1329,18.32,-3.49,8.62,-0.13,-0.04,1.07,,,
1330,16.48,-2.1,10.46,-0.13,-0.04,1.08,,,
1332,14.76,0.03,11.45,-0.12,-0.04,1.06,,,
1333,15.49,10.22,12.36,-0.1,-0.05,1.11,,,
1335,17.93,-3.81,10.52,-0.12,-0.03,1,,,
1336,18.44,-7.84,9.12,-0.12,-0.03,1.03,,,
1338,16.75,-3.56,6.28,-0.13,-0.03,1.02,,,
1339,11.53,-2,4.78,-0.14,-0.03,1.04,,,
1341,5.39,-4.31,2.3,-0.15,0,1.03,,,
